,cnc0_should_be_online,cnc1_should_be_online,lathe0_should_be_online,lathe1_should_be_online,lathe2_should_be_online,mill0_should_be_online,grinder0_should_be_online,cnc0_is_online,cnc1_is_online,lathe0_is_online,lathe1_is_online,lathe2_is_online,mill0_is_online,grinder0_is_online,cnc0_ideal_production_time,cnc1_ideal_production_time,lathe0_ideal_production_time,lathe1_ideal_production_time,lathe2_ideal_production_time,mill0_ideal_production_time,grinder0_ideal_production_time,cnc0_real_production_time,cnc1_real_production_time,lathe0_real_production_time,lathe1_real_production_time,lathe2_real_production_time,mill0_real_production_time,grinder0_real_production_time,cnc0_defective,cnc1_defective,lathe0_defective,lathe1_defective,lathe2_defective,mill0_defective,grinder0_defective,cnc0_availability,cnc1_availability,lathe0_availability,lathe1_availability,lathe2_availability,mill0_availability,grinder0_availability,cnc0_performance,cnc1_performance,lathe0_performance,lathe1_performance,lathe2_performance,mill0_performance,grinder0_performance,cnc0_quality,cnc1_quality,lathe0_quality,lathe1_quality,lathe2_quality,mill0_quality,grinder0_quality,cnc0_oee,cnc1_oee,lathe0_oee,lathe1_oee,lathe2_oee,mill0_oee,grinder0_oee,all_machines_availability,all_machines_performance,all_machines_quality,all_machines_oee
2024-01-09 01:40:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,123.83435397494543,86400.0,120.0,86400.0,145.81319759211473,120.0,0.0,0.4140298938867036,0.0,0.0,0.0,0.27959010436839926,0.1932229070729293,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9723043376665781,1.0,1.0,1.0,0.8258191942017099,1.0,1.0,0.5773090943612986,1.0,1.0,1.0,0.6300660571871648,0.8007050843950215,0.0,0.5613201366218545,0.0,1.0,0.0,0.520320643640153,0.8007050843950215,0.5714285714285714,0.9711605045526126,0.858297176563355,0.4117636949510041
2024-01-09 01:50:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,123.99895166759762,86400.0,120.0,86400.0,146.00825986753009,120.0,0.0,0.4102706343920603,0.0,0.0,0.0,0.2742348705364269,0.19072238202181815,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9709956941886934,1.0,1.0,1.0,0.8246770669076083,1.0,1.0,0.5807515467516651,1.0,1.0,1.0,0.6659620428019248,0.803128084360641,0.0,0.5639072512892904,0.0,1.0,0.0,0.5492036241296905,0.803128084360641,0.5714285714285714,0.9708103944423289,0.8642630962734617,0.4166055656828031
2024-01-09 02:00:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,124.16283672935886,86400.0,120.0,86400.0,146.20076034021986,120.0,0.0,0.4063873423297012,0.0,0.0,0.0,0.28456395873356555,0.18819278427888023,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9696959809901878,1.0,1.0,1.0,0.8235519859495956,1.0,1.0,0.5843208561170417,1.0,1.0,1.0,0.6908510815472866,0.8055822231522322,0.0,0.5666135857854411,0.0,1.0,0.0,0.5689517802036939,0.8055822231522322,0.5714285714285714,0.970463995277112,0.8686791658309373,0.42016394130590956
2024-01-09 02:10:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,124.32600077913546,86400.0,120.0,86400.0,146.39065834058326,120.0,0.0,0.4023813087821643,0.0,0.0,0.0,0.3093802849512989,0.1856349661143346,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9684052091755296,1.0,1.0,1.0,0.8224440595199695,1.0,1.0,0.5880159045568796,1.0,1.0,1.0,0.7027748321990919,0.8080666764671333,0.0,0.5694376650509433,0.0,1.0,0.0,0.5779929859222864,0.8080666764671333,0.5714285714285714,0.9701213240993569,0.8712653447461578,0.42221390392005187
2024-01-09 02:20:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,124.48843559690422,86400.0,120.0,86400.0,146.57791360275493,120.0,0.0,0.39825389304907244,0.0,0.0,0.0,0.346214453907813,0.18304979010849826,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9671233884750747,1.0,1.0,1.0,0.8213533935705732,1.0,1.0,0.5918355048537078,1.0,1.0,1.0,0.7009314177413151,0.810580608758243,0.0,0.5723779588739745,0.0,1.0,0.0,0.5757123986220622,0.810580608758243,0.5714285714285714,0.9697823974350926,0.8719067901933236,0.42266728089346856
2024-01-09 02:30:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,124.65013312388203,86400.0,120.0,86400.0,146.76248627340354,120.0,0.0,0.39400652212017606,0.0,0.0,0.0,0.39157090197083966,0.1804381287639102,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9658505272672172,1.0,1.0,1.0,0.8202800918585545,1.0,1.0,0.5957784009066871,1.0,1.0,1.0,0.6857409042552761,0.8131231736066049,0.0,0.5754328826501433,0.0,1.0,0.0,0.5624996119336861,0.8131231736066049,0.5714285714285714,0.9694472313036817,0.8706632112526524,0.4215793811700621
2024-01-09 02:40:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,124.81108546265837,86400.0,120.0,86400.0,146.9443369204467,120.0,0.0,0.389640690111551,0.0,0.0,0.0,0.4412679756184227,0.1778008641117466,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9645866326003989,1.0,1.0,1.0,0.8192242559919336,1.0,1.0,0.5998432682025459,1.0,1.0,1.0,0.6587945923802723,0.8156935141001354,0.0,0.5786007981635116,0.0,1.0,0.0,0.5397005097942377,0.8156935141001354,0.5714285714285714,0.9691158412274762,0.8677616249547077,0.41914211743684066
2024-01-09 02:50:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,124.97128487728996,86400.0,120.0,86400.0,147.1234265416814,120.0,0.0,0.3851579576652154,0.0,0.0,0.0,0.49083724496808656,0.1751388873127056,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9633317102149742,1.0,1.0,1.0,0.8181859854749461,1.0,1.0,0.6040287143236867,1.0,1.0,1.0,0.6226941966416624,0.8182907632183207,0.0,0.5818800143883892,0.0,1.0,0.0,0.5094796649287884,0.8182907632183207,0.5714285714285714,0.9687882422414171,0.8635733820262386,0.41566434893364257
2024-01-09 03:00:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,125.13072379335817,86400.0,120.0,86400.0,147.29971657332757,120.0,0.0,0.3805599513124413,0.0,0.0,0.0,0.5359418627557999,0.17245309825255195,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9620857645649292,1.0,1.0,1.0,0.8171653777531386,1.0,1.0,0.6083332794932299,1.0,1.0,1.0,0.5807978793046231,0.8209140442227089,0.0,0.5852687883115348,0.0,1.0,0.0,0.47460791844018413,0.8209140442227089,0.5714285714285714,0.968464448902581,0.8585778861457947,0.4115415358534897
2024-01-09 03:10:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,125.28939479798956,86400.0,120.0,86400.0,147.4731688984827,120.0,0.0,0.3758483628010648,0.0,0.0,0.0,0.5727724417817359,0.1697444051325006,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9608487988394457,1.0,1.0,1.0,0.8161625282581869,1.0,1.0,0.6127554371567465,1.0,1.0,1.0,0.5368991864995505,0.8235624710530145,0.0,0.5887653257743993,0.0,1.0,0.0,0.4381969974732369,0.8235624710530145,0.5714285714285714,0.9681444752996617,0.8533167278156158,0.40721782775723586
2024-01-09 03:20:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,125.44729063983898,86400.0,120.0,86400.0,147.64374585548677,120.0,0.0,0.37102494838711564,0.0,0.0,0.0,0.5983818408858599,0.1670137240546435,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9596208149843152,1.0,1.0,1.0,0.815177530452416,1.0,1.0,0.6172935946004059,1.0,1.0,1.0,0.49487128866987595,0.8262351487286569,0.0,0.592367782335039,0.0,1.0,0.0,0.40340795498971416,0.8262351487286569,0.5714285714285714,0.9678283350623903,0.8483428617141342,0.40314441229334425
2024-01-09 03:30:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,125.60440422903649,86400.0,120.0,86400.0,147.81141024619444,120.0,0.0,0.3660915280910976,0.0,0.0,0.0,0.6109270815526539,0.16426197860259986,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9584018137231912,1.0,1.0,1.0,0.8142104758729919,1.0,1.0,0.6219460936052523,1.0,1.0,1.0,0.4583119254062402,0.8289311737555419,0.0,0.5960742641493275,0.0,1.0,0.0,0.373162370883282,0.8289311737555419,0.5714285714285714,0.9675160413708833,0.8441698846810051,0.39973825839830734
2024-01-09 03:40:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,125.76072863709746,86400.0,120.0,86400.0,147.9761253441539,120.0,0.0,0.36104998491928497,0.0,0.0,0.0,0.6097966202287414,0.16149009941759745,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9571917945786841,1.0,1.0,1.0,0.8132614541757678,1.0,1.0,0.6267112111372968,1.0,1.0,1.0,0.43022381797118714,0.8316496345379002,0.0,0.5998828288710897,0.0,1.0,0.0,0.34988444782429845,0.8316496345379002,0.5714285714285714,0.9672076069649217,0.841226380520912,0.39734527303332684
2024-01-09 03:50:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,125.91625709679647,86400.0,120.0,86400.0,148.13785490268972,120.0,0.0,0.3559022640504047,0.0,0.0,0.0,0.5956133062859893,0.15869902377018025,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9559907558932917,1.0,1.0,1.0,0.8123305531787578,1.0,1.0,0.6315871600730985,1.0,1.0,1.0,0.41276114108487005,0.8343896117949877,0.0,0.6037914865707789,0.0,1.0,0.0,0.33529848606816776,0.8343896117949877,0.5714285714285714,0.96690304415315,0.8398197018504223,0.3962113692048478
2024-01-09 04:00:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,126.07098300200535,86400.0,120.0,86400.0,148.29656316288876,120.0,0.0,0.3506503719881042,0.0,0.0,0.0,0.5701162814820453,0.15588969512774858,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9547986948501642,1.0,1.0,1.0,0.8114178589052198,1.0,1.0,0.6365720899604881,1.0,1.0,1.0,0.4070654046304957,0.8371501789824549,0.0,0.6077982006723154,0.0,1.0,0.0,0.3303001390596637,0.8371501789824549,0.5714285714285714,0.9666023648221976,0.8401125247962055,0.396464074102062
2024-01-09 04:10:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,126.22489990749516,86400.0,120.0,86400.0,148.45221486148702,120.0,0.0,0.3452963756796126,0.0,0.0,0.0,0.5359374664113437,0.15306306271813383,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9536156074937031,1.0,1.0,1.0,0.8105234556263242,1.0,1.0,0.6416640878140634,1.0,1.0,1.0,0.41320456719222776,0.8399304027181828,0.0,0.6119008889077009,0.0,1.0,0.0,0.3349119936812241,0.8399304027181828,0.5714285714285714,0.9663055804457181,0.8421141511034963,0.3981061836153011
2024-01-09 04:20:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,126.37800152870291,86400.0,120.0,86400.0,148.60477523865578,120.0,0.0,0.3398424016010292,0.0,0.0,0.0,0.4962988416708683,0.15022008108942012,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9524414887499891,1.0,1.0,1.0,0.8096474259033899,1.0,1.0,0.6468611789450778,1.0,1.0,1.0,0.43021840039472636,0.8427293432123867,0.0,0.616097424289023,0.0,1.0,0.0,0.3483252204558641,0.8427293432123867,0.5714285714285714,0.9660127020933399,0.8456869889360272,0.4010217125653249
2024-01-09 04:30:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,126.53028174146282,86400.0,120.0,86400.0,148.75421004568568,120.0,0.0,0.334290634809687,0.0,0.0,0.0,0.45466437676799776,0.14736170966622,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9512763324470391,1.0,1.0,1.0,0.8087898506296679,1.0,1.0,0.6521613278253129,1.0,1.0,1.0,0.4562621845255024,0.8455460547017832,0.0,0.6203856360974548,0.0,1.0,0.0,0.36902022407034707,0.8455460547017832,0.5714285714285714,0.9657237404395296,0.8505670810075141,0.404993130695655
2024-01-09 04:40:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,126.68173458170273,86400.0,120.0,86400.0,148.900485552567,120.0,0.0,0.32864331796405866,0.0,0.0,0.0,0.41438441407344323,0.14448891230262367,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9501201313348918,1.0,1.0,1.0,0.8079508090716558,1.0,1.0,0.6575624389845172,1.0,1.0,1.0,0.48883088555138543,0.8483795858876123,0.0,0.6247633108888613,0.0,1.0,0.0,0.39495130948045587,0.8483795858876123,0.5714285714285714,0.9654387057723639,0.8563961300605021,0.4097277437509899
2024-01-09 04:50:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,126.83235424510556,86400.0,120.0,86400.0,149.04356855546413,120.0,0.0,0.32290275031168747,0.0,0.0,0.0,0.37837019996707166,0.14160265683202788,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9489728771055161,1.0,1.0,1.0,0.8071303789099226,1.0,1.0,0.6630623579409702,1.0,1.0,1.0,0.5250380699378716,0.8512289803773043,0.0,0.6292281935156101,0.0,1.0,0.0,0.4237741763310887,0.8512289803773043,0.5714285714285714,0.9651576080022056,0.8627613440365923,0.41489019288914325
2024-01-09 05:00:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,126.98213508673659,86400.0,120.0,86400.0,149.1834263840835,120.0,0.0,0.3170712866456432,0.0,0.0,0.0,0.34883212636139505,0.13870391461407294,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9478345604125465,1.0,1.0,1.0,0.8063286362794299,1.0,1.0,0.6686588721647136,1.0,1.0,1.0,0.56191876245798,0.8540932771295836,0.0,0.6337779881641905,0.0,1.0,0.0,0.4530911894325679,0.8540932771295836,0.5714285714285714,0.9648804566702823,0.8692387016788967,0.42013749353233454
2024-01-09 05:10:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,127.13107162063646,86400.0,120.0,86400.0,149.32002690893273,120.0,0.0,0.311151336230025,0.0,0.0,0.0,0.32710758505025134,0.1357936600789012,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9467051708908407,1.0,1.0,1.0,0.8055456558093304,1.0,1.0,0.6743497120729782,1.0,1.0,1.0,0.5967237426848289,0.856971510902789,0.0,0.6384103594082381,0.0,1.0,0.0,0.48068821863804856,0.856971510902789,0.5714285714285714,0.9646072609571673,0.8754349950943708,0.42515286984986794
2024-01-09 05:20:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,127.27915851938016,86400.0,120.0,86400.0,149.45333854846973,120.0,0.0,0.3051453616950397,0.0,0.0,0.0,0.31359400053104447,0.13287287026895997,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9455846971758589,1.0,1.0,1.0,0.8047815106622312,1.0,1.0,0.6801325520573098,1.0,1.0,1.0,0.627174549541466,0.8598627127061991,0.0,0.6431229332765555,0.0,1.0,0.0,0.5047384814288854,0.8598627127061991,0.5714285714285714,0.9643380296911557,0.881024259186425,0.42967487534452
2024-01-09 05:30:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,127.42639061360278,86400.0,120.0,86400.0,149.5833302761402,120.0,0.0,0.2990558779022139,0.0,0.0,0.0,0.3077907312198602,0.1299425243785753,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9444731269228656,1.0,1.0,1.0,0.804036272572906,1.0,1.0,0.6860050115418888,1.0,1.0,1.0,0.6516534904661557,0.8627659102541398,0.0,0.6479132983357242,0.0,1.0,0.0,0.5239530434835316,0.8627659102541398,0.5714285714285714,0.9640727713565388,0.8857749160374551,0.4335188931533422
2024-01-09 05:40:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,127.57276289149179,86400.0,120.0,86400.0,149.70997162730237,120.0,0.0,0.292885450780296,0.0,0.0,0.0,0.3084414108420739,0.1270036032915188,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9433704468259517,1.0,1.0,1.0,0.8033100118864382,1.0,1.0,0.6919646560725158,1.0,1.0,1.0,0.6693106576713839,0.8656801284226573,0.0,0.6527790067868953,0.0,1.0,0.0,0.5376639523697192,0.8656801284226573,0.5714285714285714,0.96381149410177,0.889565063166651,0.43658901251132454
2024-01-09 05:50:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,127.71827049824633,86400.0,120.0,86400.0,149.8332327060368,120.0,0.0,0.28663669613244386,0.0,0.0,0.0,0.3137572582613899,0.12405708911679945,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.942276642636877,1.0,1.0,1.0,0.80260279759579,1.0,1.0,0.6980089984357231,1.0,1.0,1.0,0.6800794812889974,0.8686043897085287,0.0,0.6577175755763423,0.0,1.0,0.0,0.545833694270043,0.8686043897085287,0.5714285714285714,0.9635542057475238,0.8923846956333213,0.4388793799364163
2024-01-09 06:00:00,True,True,True,True,True,True,True,False,True,False,True,False,True,True,86400.0,120.0,86400.0,120.0,86400.0,120.0,120.0,86400.0,127.86290873550413,86400.0,120.0,86400.0,149.95308419184073,120.0,0.0,0.28031227841528394,0.0,0.0,0.0,0.3216931115942977,0.12110396472290338,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9411916991837327,1.0,1.0,1.0,0.8019146973787724,1.0,1.0,0.7041354998074496,1.0,1.0,1.0,0.6846026504168471,0.8715377146903903,0.0,0.6627264875193604,0.0,1.0,0.0,0.5489929272337315,0.8715377146903903,0.5714285714285714,0.9633009137946437,0.8943251235592411,0.44046530420621177
